Agent_Age,Agent_Rating,Order_Date,Order_Time,Pickup_Time,Weather,Traffic,Vehicle,Area,Delivery_Time,customer_answered_call,customer_response_time,customer_availability,visitor_pass_status,society_security_level,gate_wait_time,driver_status,previous_failed_deliveries,address_confidence,preferred_delivery_slot,estimated_arrival_delay,driver_experience,delivery_failure
26,4.8,2022-03-16,17:45:00,18:00:00,Fog,Medium ,motorcycle ,Metropolitian ,220,,,,,,,,,,,,,
24,4.6,2022-03-19,08:45:00,08:50:00,Sunny,Low ,motorcycle ,Urban ,65,,,,,,,,,,,,,
26,4.7,2022-03-15,09:25:00,09:30:00,Fog,Low ,motorcycle ,Metropolitian ,85,,,,,,,,,,,,,
22,4.9,2022-03-29,00:00:00,00:05:00,Windy,Low ,scooter ,Urban ,55,,,,,,,,,,,,,
39,4.5,2022-02-15,22:10:00,22:20:00,Stormy,Low ,scooter ,Urban ,120,,,,,,,,,,,,,
31,4.6,2022-04-04,21:45:00,21:55:00,Sunny,Jam ,motorcycle ,Metropolitian ,125,,,,,,,,,,,,,
32,4.2,2022-03-04,19:50:00,20:00:00,Cloudy,Jam ,scooter ,Metropolitian ,200,,,,,,,,,,,,,
35,4.8,2022-03-13,21:15:00,21:30:00,Stormy,Jam ,motorcycle ,Metropolitian ,220,,,,,,,,,,,,,
32,4.9,2022-03-28,11:45:00,11:50:00,Sunny,High ,motorcycle ,Metropolitian ,110,,,,,,,,,,,,,
31,5.0,2022-03-11,21:10:00,21:20:00,Sunny,Jam ,motorcycle ,Metropolitian ,105,,,,,,,,,,,,,
20,4.7,2022-04-03,08:20:00,08:30:00,Windy,Low ,scooter ,Urban ,90,,,,,,,,,,,,,
31,4.2,2022-03-28,21:15:00,21:30:00,Cloudy,Jam ,scooter ,Urban ,185,,,,,,,,,,,,,
21,4.8,2022-04-03,17:10:00,17:15:00,Windy,Medium ,motorcycle ,Metropolitian ,28,,,,,,,,,,,,,
38,4.8,2022-03-28,23:15:00,23:30:00,Cloudy,Low ,van,Metropolitian ,95,,,,,,,,,,,,,
21,4.5,2022-03-29,22:45:00,23:00:00,Sandstorms,Low ,scooter ,Metropolitian ,55,,,,,,,,,,,,,
24,4.1,2022-03-26,19:55:00,20:05:00,Fog,Jam ,motorcycle ,Metropolitian ,170,,,,,,,,,,,,,
35,4.3,2022-03-08,21:25:00,21:30:00,Windy,Jam ,motorcycle ,Metropolitian ,235,,,,,,,,,,,,,
26,4.3,2022-03-23,21:50:00,22:00:00,Cloudy,Jam ,motorcycle ,Metropolitian ,205,,,,,,,,,,,,,
28,4.6,2022-04-05,15:15:00,15:30:00,Sunny,Medium ,motorcycle ,Metropolitian ,100,,,,,,,,,,,,,
26,5.0,2022-03-20,18:00:00,18:15:00,Sunny,Medium ,scooter ,Metropolitian ,90,,,,,,,,,,,,,
33,5.0,2022-03-25,23:25:00,23:35:00,Fog,Low ,motorcycle ,Metropolitian ,140,,,,,,,,,,,,,
24,4.8,2022-02-17,22:55:00,23:00:00,Fog,Low ,scooter ,Metropolitian ,70,,,,,,,,,,,,,
25,4.7,2022-03-07,21:50:00,22:05:00,Sandstorms,Jam ,van,Metropolitian ,95,,,,,,,,,,,,,
34,5.0,2022-03-30,20:35:00,20:40:00,Sunny,Jam ,motorcycle ,Urban ,125,,,,,,,,,,,,,
21,4.8,2022-02-17,09:30:00,09:45:00,Stormy,Low ,motorcycle ,Urban ,95,,,,,,,,,,,,,
33,5.0,2022-04-05,08:50:00,09:05:00,Windy,Low ,motorcycle ,Metropolitian ,125,,,,,,,,,,,,,
33,4.6,2022-03-13,22:35:00,22:50:00,Fog,Low ,scooter ,Metropolitian ,80,,,,,,,,,,,,,
32,3.7,2022-03-08,21:20:00,21:30:00,Sandstorms,Jam ,motorcycle ,Metropolitian ,185,,,,,,,,,,,,,
22,2.7,2022-02-18,23:30:00,23:40:00,Sunny,Low ,motorcycle ,Metropolitian ,195,,,,,,,,,,,,,
34,4.8,2022-03-12,21:35:00,21:40:00,Cloudy,Jam ,motorcycle ,Metropolitian ,240,,,,,,,,,,,,,
25,4.3,2022-03-06,17:50:00,18:05:00,Cloudy,Medium ,motorcycle ,Urban ,170,,,,,,,,,,,,,
31,4.6,2022-03-08,19:45:00,19:55:00,Stormy,Jam ,scooter ,Metropolitian ,140,,,,,,,,,,,,,
38,4.1,2022-02-12,19:50:00,19:55:00,Sandstorms,Jam ,motorcycle ,Metropolitian ,180,,,,,,,,,,,,,
27,4.9,2022-03-15,14:10:00,14:25:00,Fog,High ,scooter ,Metropolitian ,110,,,,,,,,,,,,,
25,4.6,2022-03-23,22:00:00,22:05:00,Sandstorms,Jam ,motorcycle ,Metropolitian ,165,,,,,,,,,,,,,
32,5.0,2022-02-17,10:50:00,10:55:00,Cloudy,Low ,scooter ,Metropolitian ,75,,,,,,,,,,,,,
36,4.2,2022-03-07,21:40:00,21:50:00,Windy,Jam ,motorcycle ,Metropolitian ,170,,,,,,,,,,,,,
39,4.7,2022-03-28,18:35:00,18:40:00,Sandstorms,Medium ,scooter ,Urban ,135,,,,,,,,,,,,,
38,4.9,2022-03-25,17:45:00,17:50:00,Windy,Medium ,scooter ,Metropolitian ,105,,,,,,,,,,,,,
35,4.8,2022-03-26,20:30:00,20:45:00,Windy,Jam ,scooter ,Metropolitian ,130,,,,,,,,,,,,,
34,4.3,2022-03-13,19:15:00,19:25:00,Stormy,Jam ,motorcycle ,Metropolitian ,155,,,,,,,,,,,,,
22,4.3,2022-03-29,18:20:00,18:25:00,Stormy,Medium ,motorcycle ,Metropolitian ,170,,,,,,,,,,,,,
29,4.8,2022-03-08,21:40:00,21:55:00,Cloudy,Jam ,motorcycle ,Metropolitian ,225,,,,,,,,,,,,,
37,4.8,2022-03-23,17:20:00,17:35:00,Stormy,Medium ,scooter ,Urban ,150,,,,,,,,,,,,,
29,4.7,2022-04-02,21:00:00,21:05:00,Fog,Jam ,motorcycle ,Metropolitian ,38,,,,,,,,,,,,,
22,4.8,2022-03-09,20:55:00,21:10:00,Cloudy,Jam ,scooter ,Urban ,120,,,,,,,,,,,,,
33,5.0,2022-03-21,15:30:00,15:45:00,Stormy,Medium ,scooter ,Metropolitian ,27,,,,,,,,,,,,,
30,4.9,2022-03-24,17:15:00,17:20:00,Fog,Medium ,scooter ,Urban ,90,,,,,,,,,,,,,
26,4.7,2022-03-30,20:40:00,20:45:00,Fog,Jam ,scooter ,Urban ,120,,,,,,,,,,,,,
24,4.2,2022-03-01,09:10:00,09:25:00,Windy,Low ,motorcycle ,Metropolitian ,130,,,,,,,,,,,,,
27,4.9,2022-03-10,17:20:00,17:30:00,Sandstorms,Medium ,scooter ,Metropolitian ,140,,,,,,,,,,,,,
34,4.8,2022-03-18,18:45:00,18:55:00,Sunny,Medium ,motorcycle ,Metropolitian ,135,,,,,,,,,,,,,
35,4.1,2022-02-11,18:45:00,19:00:00,Sandstorms,Medium ,motorcycle ,Metropolitian ,160,,,,,,,,,,,,,
31,4.6,2022-03-26,19:30:00,19:35:00,Sunny,Jam ,scooter ,Metropolitian ,120,,,,,,,,,,,,,
35,4.8,2022-03-16,17:40:00,17:45:00,Stormy,Medium ,motorcycle ,Metropolitian ,210,,,,,,,,,,,,,
32,4.8,2022-02-15,18:15:00,18:30:00,Sunny,Medium ,scooter ,Metropolitian ,110,,,,,,,,,,,,,
26,4.9,2022-03-25,22:45:00,22:55:00,Sandstorms,Low ,scooter ,Metropolitian ,55,,,,,,,,,,,,,
33,5.0,2022-03-13,17:15:00,17:30:00,Stormy,Medium ,van,Other,160,,,,,,,,,,,,,
21,4.9,2022-03-23,23:20:00,23:25:00,Stormy,Low ,motorcycle ,Metropolitian ,115,,,,,,,,,,,,,
37,4.6,2022-04-02,22:15:00,22:30:00,Stormy,Low ,scooter ,Metropolitian ,120,,,,,,,,,,,,,
24,4.9,2022-04-05,19:45:00,20:00:00,Cloudy,Jam ,motorcycle ,Metropolitian ,140,,,,,,,,,,,,,
27,4.9,2022-03-02,17:40:00,17:50:00,Cloudy,Medium ,motorcycle ,Metropolitian ,150,,,,,,,,,,,,,
28,4.6,2022-03-02,18:00:00,18:10:00,Windy,Medium ,motorcycle ,Metropolitian ,140,,,,,,,,,,,,,
26,4.7,2022-03-02,20:45:00,20:55:00,Fog,Jam ,motorcycle ,Metropolitian ,190,,,,,,,,,,,,,
38,4.8,2022-03-02,23:35:00,23:50:00,Windy,Low ,scooter ,Metropolitian ,26,,,,,,,,,,,,,
28,4.4,2022-03-29,18:45:00,18:50:00,Cloudy,Medium ,motorcycle ,Metropolitian ,155,,,,,,,,,,,,,
38,4.1,2022-03-06,18:20:00,18:35:00,Fog,Medium ,scooter ,Metropolitian ,205,,,,,,,,,,,,,
32,4.7,2022-03-05,10:50:00,11:05:00,Cloudy,Low ,motorcycle ,Urban ,110,,,,,,,,,,,,,
28,5.0,2022-03-06,23:55:00,00:05:00,Stormy,Low ,scooter ,Metropolitian ,95,,,,,,,,,,,,,
22,4.8,2022-03-14,21:55:00,22:10:00,Windy,Jam ,motorcycle ,Metropolitian ,145,,,,,,,,,,,,,
30,4.3,2022-03-18,19:30:00,19:45:00,Sandstorms,Jam ,motorcycle ,Metropolitian ,240,,,,,,,,,,,,,
34,4.8,2022-04-02,23:30:00,23:40:00,Windy,Low ,motorcycle ,Urban ,100,,,,,,,,,,,,,
29,4.6,2022-03-07,17:25:00,17:35:00,Windy,Medium ,scooter ,Urban ,130,,,,,,,,,,,,,
35,4.9,2022-04-04,22:55:00,23:05:00,Windy,Low ,motorcycle ,Metropolitian ,130,,,,,,,,,,,,,
35,4.7,2022-04-05,22:10:00,22:25:00,Sandstorms,Low ,motorcycle ,Metropolitian ,100,,,,,,,,,,,,,
20,4.7,2022-03-21,11:35:00,11:40:00,Cloudy,High ,van,Metropolitian ,115,,,,,,,,,,,,,
35,4.1,2022-03-13,19:15:00,19:30:00,Cloudy,Jam ,motorcycle ,Urban ,31,,,,,,,,,,,,,
27,4.8,2022-02-15,21:40:00,21:55:00,Windy,Jam ,motorcycle ,Metropolitian ,70,,,,,,,,,,,,,
33,4.0,2022-04-05,18:30:00,18:40:00,Sandstorms,Medium ,scooter ,Metropolitian ,155,,,,,,,,,,,,,
36,4.5,2022-02-16,20:00:00,20:15:00,Stormy,Jam ,van,Metropolitian ,145,,,,,,,,,,,,,
34,4.7,2022-03-04,20:30:00,20:40:00,Sunny,Jam ,motorcycle ,Other,120,,,,,,,,,,,,,
29,4.9,2022-02-12,19:35:00,19:50:00,Sandstorms,Jam ,motorcycle ,Metropolitian ,170,,,,,,,,,,,,,
28,4.4,2022-03-25,20:15:00,20:20:00,Windy,Jam ,motorcycle ,Metropolitian ,190,,,,,,,,,,,,,
24,4.6,2022-04-03,14:45:00,14:55:00,Fog,High ,motorcycle ,Metropolitian ,115,,,,,,,,,,,,,
38,4.9,2022-04-01,09:50:00,10:05:00,Sandstorms,Low ,scooter ,Metropolitian ,130,,,,,,,,,,,,,
20,4.2,2022-03-19,20:50:00,21:00:00,Sunny,Jam ,motorcycle ,Metropolitian ,260,,,,,,,,,,,,,
20,4.7,2022-03-10,22:20:00,22:25:00,Cloudy,Low ,motorcycle ,Metropolitian ,100,,,,,,,,,,,,,
34,4.4,2022-03-10,21:55:00,22:05:00,Stormy,Jam ,motorcycle ,Metropolitian ,255,,,,,,,,,,,,,
37,4.9,2022-04-03,13:15:00,13:30:00,Fog,High ,motorcycle ,Metropolitian ,130,,,,,,,,,,,,,
39,5.0,2022-03-11,18:25:00,18:30:00,Windy,Medium ,van,Metropolitian ,130,,,,,,,,,,,,,
39,4.4,2022-03-18,21:00:00,21:05:00,Windy,Jam ,scooter ,Metropolitian ,37,,,,,,,,,,,,,
21,4.8,2022-03-09,08:20:00,08:35:00,Stormy,Low ,scooter ,Urban ,50,,,,,,,,,,,,,
33,4.9,2022-03-23,19:55:00,20:00:00,Cloudy,Jam ,scooter ,Metropolitian ,180,,,,,,,,,,,,,
37,4.7,2022-03-26,22:40:00,22:55:00,Sandstorms,Low ,scooter ,Metropolitian ,110,,,,,,,,,,,,,
25,4.9,2022-02-15,17:45:00,18:00:00,Cloudy,Medium ,van,Metropolitian ,65,,,,,,,,,,,,,
33,4.3,2022-02-15,22:35:00,22:50:00,Stormy,Low ,motorcycle ,Metropolitian ,110,,,,,,,,,,,,,
24,4.6,2022-04-03,17:50:00,18:00:00,Stormy,Medium ,scooter ,Metropolitian ,125,,,,,,,,,,,,,
31,4.9,2022-03-17,08:30:00,08:45:00,Stormy,Low ,scooter ,Urban ,100,,,,,,,,,,,,,
34,4.8,2022-03-24,08:50:00,09:00:00,Fog,Low ,motorcycle ,Metropolitian ,115,,,,,,,,,,,,,
29,4.5,2022-03-02,22:15:00,22:25:00,Sunny,Low ,motorcycle ,Metropolitian ,150,,,,,,,,,,,,,
26,4.8,2022-03-15,08:35:00,08:50:00,Fog,Low ,motorcycle ,Metropolitian ,115,,,,,,,,,,,,,
24,4.8,2022-03-25,19:35:00,19:50:00,Fog,Jam ,motorcycle ,Metropolitian ,220,,,,,,,,,,,,,
29,4.8,2022-03-31,21:30:00,21:35:00,Stormy,Jam ,motorcycle ,Urban ,125,,,,,,,,,,,,,
31,4.6,2022-03-09,22:20:00,22:30:00,Fog,Low ,motorcycle ,Metropolitian ,28,,,,,,,,,,,,,
26,4.9,2022-02-18,19:00:00,19:15:00,Stormy,Medium ,scooter ,Metropolitian ,145,,,,,,,,,,,,,
38,4.4,2022-03-12,18:20:00,18:25:00,Stormy,Medium ,motorcycle ,Metropolitian ,175,,,,,,,,,,,,,
37,4.6,2022-03-30,11:15:00,11:20:00,Stormy,High ,scooter ,Metropolitian ,125,,,,,,,,,,,,,
23,4.5,2022-03-09,12:10:00,12:25:00,Fog,High ,scooter ,Metropolitian ,115,,,,,,,,,,,,,
24,4.1,2022-03-24,10:50:00,11:00:00,Stormy,Low ,motorcycle ,Metropolitian ,75,,,,,,,,,,,,,
33,4.6,2022-03-31,00:00:00,00:05:00,Sunny,Low ,motorcycle ,Metropolitian ,120,,,,,,,,,,,,,
32,4.9,2022-03-03,10:25:00,10:30:00,Sunny,Low ,motorcycle ,Metropolitian ,80,,,,,,,,,,,,,
22,4.6,2022-03-09,12:20:00,12:25:00,Sunny,High ,van,Urban ,85,,,,,,,,,,,,,
25,4.5,2022-03-21,12:00:00,12:15:00,Stormy,High ,motorcycle ,Metropolitian ,95,,,,,,,,,,,,,
34,4.7,2022-03-26,22:20:00,22:25:00,Fog,Low ,motorcycle ,Metropolitian ,95,,,,,,,,,,,,,
39,3.6,2022-03-10,22:25:00,22:30:00,Cloudy,Low ,motorcycle ,Metropolitian ,155,,,,,,,,,,,,,
29,4.8,2022-03-01,18:40:00,18:45:00,Sunny,Medium ,motorcycle ,Metropolitian ,120,,,,,,,,,,,,,
27,4.5,2022-03-30,09:10:00,09:25:00,Sandstorms,Low ,van,Metropolitian ,85,,,,,,,,,,,,,
27,4.9,2022-03-21,13:00:00,13:15:00,Sandstorms,High ,motorcycle ,Metropolitian ,135,,,,,,,,,,,,,
36,4.8,2022-03-10,23:50:00,00:00:00,Sandstorms,Low ,motorcycle ,Metropolitian ,130,,,,,,,,,,,,,
29,4.6,2022-03-29,23:10:00,23:25:00,Sandstorms,Low ,motorcycle ,Metropolitian ,95,,,,,,,,,,,,,
22,4.8,2022-04-03,10:40:00,10:45:00,Sunny,Low ,motorcycle ,Urban ,75,,,,,,,,,,,,,
21,4.7,2022-04-06,21:25:00,21:30:00,Sunny,Jam ,motorcycle ,Metropolitian ,90,,,,,,,,,,,,,
34,4.8,2022-02-15,22:55:00,23:05:00,Sandstorms,Low ,scooter ,Metropolitian ,130,,,,,,,,,,,,,
20,4.9,2022-03-27,21:50:00,21:55:00,Windy,Jam ,scooter ,Metropolitian ,100,,,,,,,,,,,,,
32,4.7,2022-02-13,08:30:00,08:45:00,Sunny,Low ,motorcycle ,Metropolitian ,65,,,,,,,,,,,,,
21,4.7,2022-03-02,22:15:00,22:30:00,Cloudy,Low ,scooter ,Metropolitian ,130,,,,,,,,,,,,,
36,4.6,2022-03-15,19:00:00,19:05:00,Fog,Medium ,motorcycle ,Metropolitian ,80,,,,,,,,,,,,,
30,4.5,2022-03-16,18:30:00,18:40:00,Windy,Medium ,scooter ,Urban ,185,,,,,,,,,,,,,
32,4.6,2022-02-16,19:20:00,19:30:00,Sunny,Jam ,motorcycle ,Metropolitian ,145,,,,,,,,,,,,,
34,4.9,2022-03-04,19:55:00,20:05:00,Cloudy,Jam ,motorcycle ,Metropolitian ,215,,,,,,,,,,,,,
29,4.9,2022-03-01,21:45:00,21:55:00,Fog,Jam ,scooter ,Metropolitian ,145,,,,,,,,,,,,,
35,4.5,2022-03-17,19:15:00,19:25:00,Windy,Jam ,scooter ,Metropolitian ,140,,,,,,,,,,,,,
23,4.6,2022-03-19,21:30:00,21:35:00,Windy,Jam ,scooter ,Metropolitian ,105,,,,,,,,,,,,,
29,4.8,2022-02-12,23:00:00,23:05:00,Cloudy,Low ,motorcycle ,Metropolitian ,115,,,,,,,,,,,,,
39,4.8,2022-03-13,18:15:00,18:25:00,Sunny,Medium ,van,Metropolitian ,120,,,,,,,,,,,,,
24,4.9,2022-03-13,09:00:00,09:15:00,Cloudy,Low ,motorcycle ,Urban ,85,,,,,,,,,,,,,
25,4.8,2022-03-03,22:15:00,22:20:00,Sandstorms,Low ,scooter ,Metropolitian ,70,,,,,,,,,,,,,
23,4.6,2022-03-06,21:15:00,21:25:00,Stormy,Jam ,scooter ,Metropolitian ,145,,,,,,,,,,,,,
26,4.7,2022-02-18,00:00:00,00:15:00,Sandstorms,Low ,motorcycle ,Metropolitian ,90,,,,,,,,,,,,,
39,4.6,2022-03-17,09:45:00,09:55:00,Cloudy,Low ,motorcycle ,Metropolitian ,90,,,,,,,,,,,,,
29,4.9,2022-03-11,23:00:00,23:10:00,Sandstorms,Low ,scooter ,Metropolitian ,75,,,,,,,,,,,,,
38,4.6,2022-03-28,11:55:00,12:00:00,Cloudy,High ,motorcycle ,Metropolitian ,135,,,,,,,,,,,,,
29,2.7,2022-02-18,23:45:00,23:50:00,Sunny,Low ,scooter ,Metropolitian ,190,,,,,,,,,,,,,
22,4.9,2022-03-14,23:30:00,23:45:00,Cloudy,Low ,motorcycle ,Metropolitian ,100,,,,,,,,,,,,,
33,4.3,2022-03-11,10:45:00,11:00:00,Sandstorms,Low ,motorcycle ,Metropolitian ,110,,,,,,,,,,,,,
21,4.7,2022-04-04,18:40:00,18:50:00,Windy,Medium ,motorcycle ,Metropolitian ,105,,,,,,,,,,,,,
37,4.8,2022-03-10,23:35:00,23:45:00,Sunny,Low ,motorcycle ,Metropolitian ,110,,,,,,,,,,,,,
26,4.2,2022-03-30,08:45:00,08:55:00,Stormy,Low ,motorcycle ,Metropolitian ,23,,,,,,,,,,,,,
39,4.6,2022-03-26,20:35:00,20:50:00,Sandstorms,Jam ,motorcycle ,Metropolitian ,210,,,,,,,,,,,,,
37,4.0,2022-03-11,22:50:00,23:00:00,Stormy,Low ,motorcycle ,Metropolitian ,105,,,,,,,,,,,,,
32,4.7,2022-02-13,13:00:00,13:05:00,Stormy,High ,motorcycle ,Metropolitian ,180,,,,,,,,,,,,,
38,4.5,2022-03-18,21:55:00,22:05:00,Sandstorms,Jam ,motorcycle ,Metropolitian ,190,,,,,,,,,,,,,
35,4.9,2022-03-04,22:55:00,23:05:00,Sandstorms,Low ,scooter ,Urban ,75,,,,,,,,,,,,,
21,4.9,2022-03-01,14:55:00,15:10:00,Stormy,High ,scooter ,Metropolitian ,140,,,,,,,,,,,,,
31,4.4,2022-03-02,21:35:00,21:45:00,Cloudy,Jam ,motorcycle ,Metropolitian ,190,,,,,,,,,,,,,
33,4.6,2022-03-30,18:15:00,18:20:00,Sunny,Medium ,scooter ,Metropolitian ,95,,,,,,,,,,,,,
35,4.7,2022-04-02,22:35:00,22:50:00,Stormy,Low ,motorcycle ,Metropolitian ,115,,,,,,,,,,,,,
35,4.9,2022-02-12,21:00:00,21:10:00,Sandstorms,Jam ,van,Metropolitian ,140,,,,,,,,,,,,,
24,5.0,2022-03-27,19:50:00,20:05:00,Fog,Jam ,motorcycle ,Metropolitian ,205,,,,,,,,,,,,,
30,4.8,2022-03-14,23:30:00,23:45:00,Stormy,Low ,motorcycle ,Metropolitian ,135,,,,,,,,,,,,,
26,4.6,2022-04-05,22:55:00,23:10:00,Cloudy,Low ,scooter ,Metropolitian ,95,,,,,,,,,,,,,
23,4.7,2022-04-01,14:50:00,15:05:00,Cloudy,High ,motorcycle ,Metropolitian ,130,,,,,,,,,,,,,
22,4.8,2022-02-16,17:15:00,17:30:00,Fog,Medium ,motorcycle ,Metropolitian ,185,,,,,,,,,,,,,
32,4.7,2022-03-05,21:50:00,22:05:00,Cloudy,Jam ,motorcycle ,Metropolitian ,140,,,,,,,,,,,,,
37,4.5,2022-03-15,10:10:00,10:20:00,Sandstorms,Low ,motorcycle ,Metropolitian ,140,,,,,,,,,,,,,
25,4.5,2022-03-05,13:15:00,13:25:00,Stormy,High ,scooter ,Urban ,60,,,,,,,,,,,,,
24,4.9,2022-03-01,08:50:00,09:00:00,Sandstorms,Low ,scooter ,Metropolitian ,80,,,,,,,,,,,,,
29,4.7,2022-03-25,23:10:00,23:20:00,Sandstorms,Low ,motorcycle ,Metropolitian ,95,,,,,,,,,,,,,
30,4.4,2022-03-20,21:45:00,21:55:00,Fog,Jam ,van,Metropolitian ,230,,,,,,,,,,,,,
37,4.7,2022-04-03,21:25:00,21:30:00,Sandstorms,Jam ,motorcycle ,Metropolitian ,165,,,,,,,,,,,,,
37,4.2,2022-04-02,20:45:00,20:55:00,Fog,Jam ,scooter ,Urban ,180,,,,,,,,,,,,,
28,4.7,2022-03-29,19:35:00,19:45:00,Fog,Jam ,motorcycle ,Metropolitian ,150,,,,,,,,,,,,,
20,4.9,2022-03-19,23:00:00,23:05:00,Windy,Low ,motorcycle ,Urban ,70,,,,,,,,,,,,,
30,4.8,2022-03-27,22:35:00,22:40:00,Sandstorms,Low ,scooter ,Metropolitian ,90,,,,,,,,,,,,,
36,4.8,2022-03-31,17:10:00,17:25:00,Sandstorms,Medium ,motorcycle ,Metropolitian ,140,,,,,,,,,,,,,
25,5.0,2022-02-12,17:30:00,17:35:00,Sunny,Medium ,scooter ,Metropolitian ,80,,,,,,,,,,,,,
29,4.5,2022-03-05,21:50:00,22:05:00,Fog,Jam ,motorcycle ,Metropolitian ,100,,,,,,,,,,,,,
23,4.8,2022-04-03,15:00:00,15:15:00,Stormy,High ,scooter ,Metropolitian ,80,,,,,,,,,,,,,
35,4.0,2022-02-12,20:40:00,20:55:00,Cloudy,Jam ,scooter ,Metropolitian ,195,,,,,,,,,,,,,
28,4.9,2022-04-05,08:20:00,08:25:00,Windy,Low ,scooter ,Metropolitian ,95,,,,,,,,,,,,,
21,4.9,2022-04-04,23:00:00,23:10:00,Cloudy,Low ,van,Urban ,100,,,,,,,,,,,,,
35,4.5,2022-03-05,08:20:00,08:35:00,Sandstorms,Low ,scooter ,Urban ,130,,,,,,,,,,,,,
35,4.5,2022-03-31,22:50:00,23:05:00,Windy,Low ,motorcycle ,Metropolitian ,130,,,,,,,,,,,,,
25,5.0,2022-03-20,19:15:00,19:25:00,Cloudy,Jam ,motorcycle ,Metropolitian ,185,,,,,,,,,,,,,
23,4.9,2022-03-11,16:20:00,16:35:00,Sunny,Medium ,motorcycle ,Metropolitian ,105,,,,,,,,,,,,,
36,4.9,2022-02-13,08:10:00,08:20:00,Sandstorms,Low ,motorcycle ,Urban ,125,,,,,,,,,,,,,
23,4.7,2022-04-01,10:15:00,10:20:00,Fog,Low ,scooter ,Metropolitian ,75,,,,,,,,,,,,,
34,4.9,2022-03-16,23:50:00,23:55:00,Windy,Low ,scooter ,Other,90,,,,,,,,,,,,,
34,4.3,2022-03-25,21:55:00,22:05:00,Sandstorms,Jam ,motorcycle ,Metropolitian ,155,,,,,,,,,,,,,
31,4.8,2022-03-06,19:50:00,20:00:00,Stormy,Jam ,motorcycle ,Metropolitian ,130,,,,,,,,,,,,,
27,4.6,2022-04-03,09:35:00,09:40:00,Stormy,Low ,scooter ,Urban ,95,,,,,,,,,,,,,
34,3.6,2022-03-18,23:40:00,23:45:00,Fog,Low ,van,Metropolitian ,37,,,,,,,,,,,,,
33,4.2,2022-03-03,19:45:00,19:55:00,Windy,Jam ,motorcycle ,Urban ,155,,,,,,,,,,,,,
26,4.6,2022-04-01,18:00:00,18:15:00,Windy,Medium ,scooter ,Metropolitian ,100,,,,,,,,,,,,,
36,4.8,2022-03-18,18:20:00,18:30:00,Sunny,Medium ,motorcycle ,Urban ,95,,,,,,,,,,,,,
27,4.9,2022-03-17,20:50:00,20:55:00,Sandstorms,Jam ,van,Metropolitian ,120,,,,,,,,,,,,,
35,4.8,2022-03-07,19:50:00,19:55:00,Sunny,Jam ,scooter ,Metropolitian ,120,,,,,,,,,,,,,
33,,2022-02-13,23:50:00,23:55:00,Sunny,Low ,motorcycle ,Metropolitian ,50,,,,,,,,,,,,,
21,5.0,2022-03-11,12:50:00,13:05:00,Cloudy,High ,motorcycle ,Metropolitian ,105,,,,,,,,,,,,,
27,4.7,2022-03-18,22:20:00,22:30:00,Stormy,Low ,motorcycle ,Urban ,85,,,,,,,,,,,,,
24,4.7,2022-03-07,21:25:00,21:40:00,Sandstorms,Jam ,scooter ,Metropolitian ,110,,,,,,,,,,,,,
37,4.9,2022-02-12,17:55:00,18:00:00,Fog,Medium ,scooter ,Metropolitian ,36,,,,,,,,,,,,,
39,4.7,2022-03-24,17:30:00,17:45:00,Stormy,Medium ,motorcycle ,Metropolitian ,125,,,,,,,,,,,,,
26,4.6,2022-02-11,19:10:00,19:15:00,Stormy,Jam ,scooter ,Metropolitian ,65,,,,,,,,,,,,,
34,4.3,2022-02-13,08:30:00,08:45:00,Sandstorms,Low ,motorcycle ,Metropolitian ,145,,,,,,,,,,,,,
37,4.7,2022-03-09,09:55:00,10:10:00,Sunny,Low ,motorcycle ,Urban ,115,,,,,,,,,,,,,
21,4.7,2022-03-20,22:10:00,22:25:00,Cloudy,Low ,motorcycle ,Metropolitian ,100,,,,,,,,,,,,,
35,4.9,2022-03-26,09:30:00,09:45:00,Sandstorms,Low ,scooter ,Metropolitian ,100,,,,,,,,,,,,,
39,4.7,2022-03-26,09:20:00,09:30:00,Cloudy,Low ,motorcycle ,Metropolitian ,75,,,,,,,,,,,,,
28,4.8,2022-03-14,17:15:00,17:25:00,Cloudy,Medium ,scooter ,Metropolitian ,165,,,,,,,,,,,,,
37,4.4,2022-02-18,23:40:00,23:55:00,Cloudy,Low ,scooter ,Metropolitian ,180,,,,,,,,,,,,,
20,4.9,2022-03-23,23:15:00,23:20:00,Sunny,Low ,motorcycle ,Other,100,,,,,,,,,,,,,
36,4.0,2022-03-31,21:50:00,22:00:00,Cloudy,Jam ,scooter ,Metropolitian ,200,,,,,,,,,,,,,
20,4.9,2022-03-19,09:15:00,09:20:00,Stormy,Low ,motorcycle ,Metropolitian ,65,,,,,,,,,,,,,
20,4.9,2022-03-28,20:40:00,20:45:00,Windy,Jam ,scooter ,Metropolitian ,90,,,,,,,,,,,,,
24,4.6,2022-02-13,14:15:00,14:20:00,Windy,High ,motorcycle ,Metropolitian ,140,,,,,,,,,,,,,
36,5.0,2022-04-01,18:45:00,18:55:00,Sunny,Medium ,motorcycle ,Urban ,105,,,,,,,,,,,,,
30,4.8,2022-03-27,18:35:00,18:40:00,Sunny,Medium ,motorcycle ,Metropolitian ,140,,,,,,,,,,,,,
31,3.7,2022-02-12,20:55:00,21:05:00,Stormy,Jam ,scooter ,Metropolitian ,170,,,,,,,,,,,,,
